NCBI gene (formerly Entrezgene) ID,Gene name,Gene description,Gene stable ID
607016,KIAA0753,KIAA0753 [Source:UniProtKB Gene Name;Acc:A0A8I3MFE8],ENSCAFG00845002219
487254,GINS3,GINS complex subunit 3 [Source:UniProtKB Gene Name;Acc:A0A8C0M1A6],ENSCAFG00845002220
119870614,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002221
403602,PLG,plasminogen [Source:VGNC Symbol;Acc:VGNC:110549],ENSCAFG00845002222
480241,RBM23,RNA binding motif protein 23 [Source:UniProtKB Gene Name;Acc:A0A8I3MNV4],ENSCAFG00845002223
,,,ENSCAFG00845002224
102723304,Metazoa_SRP,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],ENSCAFG00845002225
,,,ENSCAFG00845002226
,,,ENSCAFG00845002227
489124,GABRP,gamma-aminobutyric acid type A receptor subunit pi [Source:UniProtKB Gene Name;Acc:A0A8C0RV25],ENSCAFG00845002228
403994,SELP,selectin P [Source:NCBI gene (formerly Entrezgene);Acc:403994],ENSCAFG00845002229
104795026,MIR8894,microRNA mir-8894 [Source:NCBI gene (formerly Entrezgene);Acc:104795026],ENSCAFG00845002230
,,,ENSCAFG00845002231
,,,ENSCAFG00845002232
489015,DNA2,DNA replication helicase/nuclease 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MML8],ENSCAFG00845002233
,,,ENSCAFG00845002234
,,,ENSCAFG00845002235
612841,RALGAPA1,Ral GTPase activating protein catalytic subunit alpha 1 [Source:VGNC Symbol;Acc:VGNC:111687],ENSCAFG00845002236
612779,,,ENSCAFG00845002237
,,,ENSCAFG00845002238
608655,OTOA,otoancorin [Source:UniProtKB Gene Name;Acc:A0A8I3MFF6],ENSCAFG00845002239
,,,ENSCAFG00845002240
119872722,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002241
479611,DPEP1,dipeptidase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MKM8],ENSCAFG00845002242
479868,CLUAP1,clusterin associated protein 1 [Source:UniProtKB Gene Name;Acc:A0A8C0M6R7],ENSCAFG00845002243
608333,AGTRAP,angiotensin II receptor associated protein [Source:UniProtKB Gene Name;Acc:A0A8I3MID2],ENSCAFG00845002244
,,,ENSCAFG00845002245
479792,SGF29,SAGA complex associated factor 29 [Source:UniProtKB Gene Name;Acc:A0A8I3MF38],ENSCAFG00845002246
490117,STRIP1,striatin interacting protein 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MF46],ENSCAFG00845002247
490676,LRR1,leucine rich repeat protein 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MNX5],ENSCAFG00845002248
609483,FES,"FES proto-onco, tyrosine kinase [Source:UniProtKB Gene Name;Acc:A0A8C0M759]",ENSCAFG00845002249
489842,STAG3,STAG3 cohesin complex component [Source:UniProtKB Gene Name;Acc:A0A8I3MFM2],ENSCAFG00845002250
479348,C6,complement C6 [Source:UniProtKB Gene Name;Acc:A0A8I3MKJ7],ENSCAFG00845002251
102153143,,,ENSCAFG00845002252
476424,NOP53,NOP53 ribosome biosis factor [Source:UniProtKB Gene Name;Acc:A0A8I3RQK3],ENSCAFG00845002253
100683919,S100A12,S100 calcium binding protein A12 [Source:UniProtKB Gene Name;Acc:A0A8P0PSB8],ENSCAFG00845002254
488991,FAM13C,family with sequence similarity 13 member C [Source:UniProtKB Gene Name;Acc:A0A8I3MP75],ENSCAFG00845002255
487255,CFAP263,cilia and flagella associated protein 263 [Source:UniProtKB Gene Name;Acc:A0A8C0QH29],ENSCAFG00845002256
478203,HP1BP3,heterochromatin protein 1 binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A8C0QCS7],ENSCAFG00845002257
100682781,BCKDHA,transmembrane protein 91 [Source:UniProtKB Gene Name;Acc:A0A8C0M617],ENSCAFG00845002258
484488,BCKDHA,transmembrane protein 91 [Source:UniProtKB Gene Name;Acc:A0A8C0M617],ENSCAFG00845002258
487442,DRAXIN,dorsal inhibitory axon guidance protein [Source:UniProtKB Gene Name;Acc:A0A8C0QG05],ENSCAFG00845002259
612640,C5orf22,chromosome 5 open reading frame 22 [Source:HGNC Symbol;Acc:HGNC:25639],ENSCAFG00845002260
484308,LAIR1,leukocyte associated immunoglobulin like receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8C0RUC3],ENSCAFG00845002261
488822,NKX3-2,NK3 homeobox 2 [Source:UniProtKB Gene Name;Acc:A0A8P0SJX8],ENSCAFG00845002262
479444,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta [Source:UniProtKB Gene Name;Acc:A0A8I3N1L1],ENSCAFG00845002263
483955,SERPINB13,serpin family B member 13 [Source:UniProtKB Gene Name;Acc:A0A8I3MMH2],ENSCAFG00845002264
431686,ATP4A,ATPase H+/K+ transporting subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:431686],ENSCAFG00845002265
,RGMB,repulsive guidance molecule BMP co-receptor b [Source:UniProtKB Gene Name;Acc:A0A8I3ML87],ENSCAFG00845002266
611460,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3 [Source:UniProtKB Gene Name;Acc:A0A8I3MPB7],ENSCAFG00845002267
612347,UNC79,"unc-79 homolog, NALCN channel complex subunit [Source:UniProtKB Gene Name;Acc:A0A8C0R9A9]",ENSCAFG00845002268
483970,TXNL1,thioredoxin like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0MH57],ENSCAFG00845002269
480311,RPL36AL,ribosomal protein L36a like [Source:NCBI gene (formerly Entrezgene);Acc:480311],ENSCAFG00845002270
476262,MAP3K4,mitogen-activated protein kinase kinase kinase 4 [Source:UniProtKB Gene Name;Acc:A0A8I3RQL1],ENSCAFG00845002271
607433,ADCYAP1,adenylate cyclase activating polypeptide 1 [Source:VGNC Symbol;Acc:VGNC:110675],ENSCAFG00845002272
119869918,,,ENSCAFG00845002273
100856676,FNDC9,fibronectin type III domain containing 9 [Source:UniProtKB Gene Name;Acc:A0A8I3RS33],ENSCAFG00845002274
487443,MAD2L2,mitotic arrest deficient 2 like 2 [Source:UniProtKB Gene Name;Acc:A0A8I3N1K2],ENSCAFG00845002275
490463,S100A9,S100 calcium binding protein A9 [Source:UniProtKB Gene Name;Acc:A0A8C0NZI6],ENSCAFG00845002276
,,,ENSCAFG00845002277
,,,ENSCAFG00845002278
119869913,,,ENSCAFG00845002279
119871693,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002280
,,,ENSCAFG00845002281
480312,MGAT2,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase [Source:UniProtKB Gene Name;Acc:A0A8C0RW58]",ENSCAFG00845002282
490269,,,ENSCAFG00845002283
100687047,SERPINB12,serpin family B member 12 [Source:UniProtKB Gene Name;Acc:A0A8C0N784],ENSCAFG00845002284
479809,METTL9,"methyltransferase 9, His-X-His N1(pi)-histidine [Source:UniProtKB Gene Name;Acc:A0A8C0NNZ3]",ENSCAFG00845002285
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002286
608773,CPNE7,copine 7 [Source:UniProtKB Gene Name;Acc:A0A8I3MMK8],ENSCAFG00845002287
490299,QSOX1,quiescin sulfhydryl oxidase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0PUZ8],ENSCAFG00845002288
479793,NUPR1,"nuclear protein 1, transcriptional regulator [Source:UniProtKB Gene Name;Acc:A0A8C0Q1Q4]",ENSCAFG00845002289
119871380,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845002290
489445,PITPNM3,PITPNM family member 3 [Source:UniProtKB Gene Name;Acc:A0A8I3N1S5],ENSCAFG00845002291
480313,DNAAF2,dynein axonemal assembly factor 2 [Source:UniProtKB Gene Name;Acc:A0A8I3N1M9],ENSCAFG00845002292
489159,ITK,IL2 inducible T cell kinase [Source:UniProtKB Gene Name;Acc:A0A8C0N2M8],ENSCAFG00845002293
484417,EHD2,EH domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A8P0N6Y9],ENSCAFG00845002294
487444,FBXO6,F-box protein 6 [Source:UniProtKB Gene Name;Acc:A0A8I3MLC5],ENSCAFG00845002295
,,,ENSCAFG00845002296
,,,ENSCAFG00845002297
,,,ENSCAFG00845002298
,,,ENSCAFG00845002299
487142,FBH1,F-box DNA helicase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0PX98],ENSCAFG00845002300
119869865,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002301
,,,ENSCAFG00845002302
100856151,RGMA,repulsive guidance molecule BMP co-receptor a [Source:UniProtKB Gene Name;Acc:A0A8C0TMX5],ENSCAFG00845002303
477884,RAB28,"RAB28, member RAS onco family [Source:UniProtKB Gene Name;Acc:A0A8C0LXQ0]",ENSCAFG00845002304
607880,IL27,interleukin 27 [Source:UniProtKB Gene Name;Acc:A0A8C0LXY1],ENSCAFG00845002305
,,,ENSCAFG00845002306
,,,ENSCAFG00845002307
,,,ENSCAFG00845002308
478108,CSNK2A2,casein kinase 2 alpha 2 [Source:UniProtKB Gene Name;Acc:A0A8C0RAF3],ENSCAFG00845002309
,,,ENSCAFG00845002310
442977,ZP4,zona pellucida glycoprotein 4 [Source:UniProtKB Gene Name;Acc:A0A8C0MWQ1],ENSCAFG00845002311
100686893,SH2D5,SH2 domain containing 5 [Source:UniProtKB Gene Name;Acc:A0A8I3MFP9],ENSCAFG00845002312
,,,ENSCAFG00845002313
,,,ENSCAFG00845002314
100684869,IGSF6,immunoglobulin superfamily member 6 [Source:UniProtKB Gene Name;Acc:A0A8I3RS46],ENSCAFG00845002315
487445,FBXO44,F-box protein 44 [Source:UniProtKB Gene Name;Acc:A0A8I3RS48],ENSCAFG00845002316
612061,GARIN3,golgi associated RAB2 interactor family member 3 [Source:UniProtKB Gene Name;Acc:A0A8I3MKN7],ENSCAFG00845002317
484487,B3GNT8,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:UniProtKB Gene Name;Acc:A0A8I3N1Q9]",ENSCAFG00845002318
119872735,,,ENSCAFG00845002319
476177,SERPINB5,serpin family B member 5 [Source:UniProtKB Gene Name;Acc:A0A8C0PQP0],ENSCAFG00845002320
,C16orf90,chromosome 16 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:34455],ENSCAFG00845002321
100687598,ATP5MG,ATP synthase membrane subunit g [Source:UniProtKB Gene Name;Acc:A0A8I3MMN7],ENSCAFG00845002322
479147,RIOK2,RIO kinase 2 [Source:UniProtKB Gene Name;Acc:A0A8C0SRR6],ENSCAFG00845002323
489125,KCNIP1,potassium voltage-gated channel interacting protein 1 [Source:UniProtKB Gene Name;Acc:A0A8C0R9L6],ENSCAFG00845002324
611790,AHCYL1,adenosylhomocysteinase like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0SKY4],ENSCAFG00845002325
489950,APOBR,apolipoprotein B receptor [Source:UniProtKB Gene Name;Acc:A0A8I3MPA8],ENSCAFG00845002326
,,,ENSCAFG00845002327
480188,,,ENSCAFG00845002328
475399,,,ENSCAFG00845002328
119877026,,,ENSCAFG00845002328
,U2,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ENSCAFG00845002329
119872396,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002330
479612,RPL13,ribosomal protein L13 [Source:UniProtKB Gene Name;Acc:A0A8C0RHS1],ENSCAFG00845002331
,,,ENSCAFG00845002332
,,,ENSCAFG00845002333
488894,LIX1,limb and CNS expressed 1 [Source:UniProtKB Gene Name;Acc:A0A8C0NJQ4],ENSCAFG00845002334
488992,SLC16A9,solute carrier family 16 member 9 [Source:UniProtKB Gene Name;Acc:A0A8C0PQR6],ENSCAFG00845002335
478231,FBXO2,F-box protein 2 [Source:UniProtKB Gene Name;Acc:A0A8P0SZ43],ENSCAFG00845002336
611350,EXOSC5,exosome component 5 [Source:UniProtKB Gene Name;Acc:A0A8C0QMF8],ENSCAFG00845002337
480144,SMAD2,SMAD family member 2 [Source:UniProtKB Gene Name;Acc:A0A8C0PZC9],ENSCAFG00845002338
,,,ENSCAFG00845002339
608973,POLE2,"DNA polymerase epsilon 2, accessory subunit [Source:VGNC Symbol;Acc:VGNC:111641]",ENSCAFG00845002340
100685858,F5,coagulation factor V [Source:UniProtKB Gene Name;Acc:A0A8I3MLH1],ENSCAFG00845002341
,,,ENSCAFG00845002342
,,,ENSCAFG00845002343
612119,BICRA,BRD4 interacting chromatin remodeling complex associated protein [Source:UniProtKB Gene Name;Acc:A0A8I3MFA1],ENSCAFG00845002344
476336,VLDLR,very low density lipoprotein receptor [Source:NCBI gene (formerly Entrezgene);Acc:476336],ENSCAFG00845002345
611446,,,ENSCAFG00845002346
479418,UBE4A,ubiquitination factor E4A [Source:UniProtKB Gene Name;Acc:A0A8I3RS55],ENSCAFG00845002347
488746,FURIN,"furin, paired basic amino acid cleaving enzyme [Source:UniProtKB Gene Name;Acc:A0A8C0PZA7]",ENSCAFG00845002348
,,,ENSCAFG00845002349
,,,ENSCAFG00845002350
489976,,,ENSCAFG00845002351
,,,ENSCAFG00845002352
,,,ENSCAFG00845002353
119872058,,,ENSCAFG00845002354
,,,ENSCAFG00845002355
612306,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:UniProtKB Gene Name;Acc:A0A8C0N5D4],ENSCAFG00845002356
,,,ENSCAFG00845002357
487256,CFAP20,cilia and flagella associated protein 20 [Source:UniProtKB Gene Name;Acc:A0A8C0S0Y4],ENSCAFG00845002358
100688382,KIF17,kinesin family member 17 [Source:UniProtKB Gene Name;Acc:A0A8I3MLH8],ENSCAFG00845002359
102153214,,,ENSCAFG00845002360
,,,ENSCAFG00845002361
,,,ENSCAFG00845002362
119873104,U1,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],ENSCAFG00845002363
608542,GPC2,glypican 2 [Source:UniProtKB Gene Name;Acc:A0A8P0NGC1],ENSCAFG00845002364
102156626,,,ENSCAFG00845002365
489016,SLC25A16,solute carrier family 25 member 16 [Source:UniProtKB Gene Name;Acc:A0A8C0Q1M6],ENSCAFG00845002366
479811,CDR2,cerebellar deration related protein 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MMT3],ENSCAFG00845002367
,,,ENSCAFG00845002368
,,,ENSCAFG00845002369
477953,PARD3,par-3 family cell polarity regulator [Source:UniProtKB Gene Name;Acc:A0A8P0T1A9],ENSCAFG00845002370
611795,CSF1,colony stimulating factor 1 [Source:UniProtKB Gene Name;Acc:A0A8P0SNW2],ENSCAFG00845002371
102155628,MRLN,myoregulin [Source:UniProtKB Gene Name;Acc:A0A8C0MZ82],ENSCAFG00845002372
,,,ENSCAFG00845002373
478035,HARS2,"histidyl-tRNA synthetase 2, mitochondrial [Source:UniProtKB Gene Name;Acc:A0A8I3RS66]",ENSCAFG00845002374
,,,ENSCAFG00845002375
490534,METTL4,"methyltransferase 4, N6-adenosine [Source:UniProtKB Gene Name;Acc:A0A8I3MPG5]",ENSCAFG00845002376
,,,ENSCAFG00845002377
490677,KLHDC1,kelch domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A8C0LRF4],ENSCAFG00845002378
609456,NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit [Source:UniProtKB Gene Name;Acc:A0A8C0SVA3]",ENSCAFG00845002379
487257,MMP15,matrix metallopeptidase 15 [Source:UniProtKB Gene Name;Acc:A0A8I3MSY3],ENSCAFG00845002380
,,,ENSCAFG00845002381
,,,ENSCAFG00845002382
,,,ENSCAFG00845002383
476482,TMEM147,transmembrane protein 147 [Source:UniProtKB Gene Name;Acc:A0A8C0RUW0],ENSCAFG00845002384
479502,MYH4,myosin heavy chain 4 [Source:NCBI gene (formerly Entrezgene);Acc:479502],ENSCAFG00845002385
403672,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0M462],ENSCAFG00845002386
,SIK2,salt inducible kinase 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MLJ8],ENSCAFG00845002387
403615,RYR2,ryanodine receptor 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MT21],ENSCAFG00845002388
,,,ENSCAFG00845002389
,,,ENSCAFG00845002390
,,,ENSCAFG00845002391
489383,CD3G,CD3 gamma subunit of T-cell receptor complex [Source:UniProtKB Gene Name;Acc:A0A8C0MPZ8],ENSCAFG00845002392
479349,MROH2B,maestro heat like repeat family member 2B [Source:UniProtKB Gene Name;Acc:A0A8C0RC70],ENSCAFG00845002393
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845002394
476451,TGFB1,transforming growth factor beta 1 [Source:UniProtKB Gene Name;Acc:A0A8C0QN79],ENSCAFG00845002395
403998,TGFB1,transforming growth factor beta 1 [Source:UniProtKB Gene Name;Acc:A0A8C0QN79],ENSCAFG00845002395
,,,ENSCAFG00845002396
,,,ENSCAFG00845002397
,,,ENSCAFG00845002398
,,,ENSCAFG00845002399
,,,ENSCAFG00845002400
,,,ENSCAFG00845002401
,,,ENSCAFG00845002402
403949,TCF4,transcription factor 4 [Source:VGNC Symbol;Acc:VGNC:47197],ENSCAFG00845002403
,,,ENSCAFG00845002404
476483,GAPDHS,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [Source:UniProtKB Gene Name;Acc:A0A8C0PLU8]",ENSCAFG00845002405
,,,ENSCAFG00845002406
489843,GAL3ST4,galactose-3-O-sulfotransferase 4 [Source:UniProtKB Gene Name;Acc:A0A8C0STW4],ENSCAFG00845002407
104796231,MIR2387,microRNA mir-2387 [Source:NCBI gene (formerly Entrezgene);Acc:104796231],ENSCAFG00845002408
488993,CCDC6,coiled-coil domain containing 6 [Source:UniProtKB Gene Name;Acc:A0A8I3N1Z4],ENSCAFG00845002409
,LHX4,LIM homeobox 4 [Source:UniProtKB Gene Name;Acc:A0A8C0RBX9],ENSCAFG00845002410
,,,ENSCAFG00845002411
484419,ZNF541,zinc finger protein 541 [Source:UniProtKB Gene Name;Acc:A0A8I3MPJ1],ENSCAFG00845002412
608490,DISP3,dispatched RND transporter family member 3 [Source:UniProtKB Gene Name;Acc:A0A8P0SKM7],ENSCAFG00845002413
119871700,,,ENSCAFG00845002414
100688348,MED7,mediator complex subunit 7 [Source:NCBI gene (formerly Entrezgene);Acc:100688348],ENSCAFG00845002415
489446,PIMREG,PICALM interacting mitotic regulator [Source:NCBI gene (formerly Entrezgene);Acc:489446],ENSCAFG00845002416
490193,ADGRL2,adhesion G protein-coupled receptor L2 [Source:NCBI gene (formerly Entrezgene);Acc:490193],ENSCAFG00845002417
490464,SKOR2,SKI family transcriptional corepressor 2 [Source:VGNC Symbol;Acc:VGNC:111723],ENSCAFG00845002418
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845002419
119873056,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002420
,,,ENSCAFG00845002421
609365,,,ENSCAFG00845002422
480314,KLHDC2,kelch domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A8C0LRC1],ENSCAFG00845002423
609438,KCNV2,potassium voltage-gated channel modifier subfamily V member 2 [Source:UniProtKB Gene Name;Acc:A0A8C0N9T6],ENSCAFG00845002424
,,,ENSCAFG00845002425
476387,TFPT,TCF3 fusion partner [Source:UniProtKB Gene Name;Acc:A0A8C0LXP1],ENSCAFG00845002426
490353,SLC19A2,solute carrier family 19 member 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MPK7],ENSCAFG00845002427
479794,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:479794]",ENSCAFG00845002428
100685609,BLM,BLM RecQ like helicase [Source:UniProtKB Gene Name;Acc:A0A8C0RAG2],ENSCAFG00845002429
404012,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit [Source:NCBI gene (formerly Entrezgene);Acc:404012],ENSCAFG00845002430
480029,ACBD6,acyl-CoA binding domain containing 6 [Source:UniProtKB Gene Name;Acc:A0A8C0PR60],ENSCAFG00845002431
,,,ENSCAFG00845002432
100683002,ZNF597,zinc finger protein 597 [Source:UniProtKB Gene Name;Acc:A0A8C0SWA8],ENSCAFG00845002433
611141,USB1,U6 snRNA biosis phosphodiesterase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0QNI3],ENSCAFG00845002434
119871674,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002435
612650,SBSN,suprabasin [Source:VGNC Symbol;Acc:VGNC:111711],ENSCAFG00845002436
488896,LNPEP,leucyl and cystinyl aminopeptidase [Source:UniProtKB Gene Name;Acc:A0A8C0SQJ0],ENSCAFG00845002437
484489,CCDC97,coiled-coil domain containing 97 [Source:UniProtKB Gene Name;Acc:A0A8C0QJ47],ENSCAFG00845002438
489657,SPG7,"SPG7 matrix AAA peptidase subunit, paraplegin [Source:UniProtKB Gene Name;Acc:A0A8I3MJ66]",ENSCAFG00845002439
476337,PUM3,pumilio RNA binding family member 3 [Source:UniProtKB Gene Name;Acc:A0A8C0MZS3],ENSCAFG00845002440
489797,CLIP2,CAP-Gly domain containing linker protein 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MN08],ENSCAFG00845002441
607047,ZMAT2,zinc finger matrin-type 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MG22],ENSCAFG00845002442
479318,HAVCR2,hepatitis A virus cellular receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:479318],ENSCAFG00845002443
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002444
607306,VPS4B,vacuolar protein sorting 4 homolog B [Source:UniProtKB Gene Name;Acc:A0A8C0N975],ENSCAFG00845002445
479028,CHD2,chromodomain helicase DNA binding protein 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MJR9],ENSCAFG00845002446
,,,ENSCAFG00845002447
608066,TRAPPC14,trafficking protein particle complex subunit 14 [Source:UniProtKB Gene Name;Acc:A0A8P0PAM8],ENSCAFG00845002448
610948,PRIMA1,proline rich membrane anchor 1 [Source:UniProtKB Gene Name;Acc:A0A8I3ML01],ENSCAFG00845002449
479419,CD3D,CD3 delta subunit of T-cell receptor complex [Source:UniProtKB Gene Name;Acc:A0A8I3MJ11],ENSCAFG00845002450
490734,SPTB,"spectrin beta, erythrocytic [Source:NCBI gene (formerly Entrezgene);Acc:490734]",ENSCAFG00845002451
490118,EPS8L3,EPS8 signaling adaptor L3 [Source:UniProtKB Gene Name;Acc:A0A8I3RS80],ENSCAFG00845002452
489447,AIPL1,aryl hydrocarbon receptor interacting protein like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0NVW8],ENSCAFG00845002453
608689,POLR3E,RNA polymerase III subunit E [Source:UniProtKB Gene Name;Acc:A0A8I3MFI2],ENSCAFG00845002454
480082,CCDC181,coiled-coil domain containing 181 [Source:UniProtKB Gene Name;Acc:A0A8I3MT62],ENSCAFG00845002455
119872767,U5,U5 spliceosomal RNA [Source:RFAM;Acc:RF00020],ENSCAFG00845002456
,,,ENSCAFG00845002457
489411,LAYN,layilin [Source:UniProtKB Gene Name;Acc:A0A8I3ML72],ENSCAFG00845002458
612316,PRKN,parkin RBR E3 ubiquitin protein ligase [Source:UniProtKB Gene Name;Acc:A0A8C0PPD2],ENSCAFG00845002459
,IER3IP1,immediate early response 3 interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:110079],ENSCAFG00845002460
480242,PRMT5,protein arginine methyltransferase 5 [Source:UniProtKB Gene Name;Acc:A0A8C0RVG7],ENSCAFG00845002461
488823,CLNK,cytokine dependent hematopoietic cell linker [Source:UniProtKB Gene Name;Acc:A0A8I3MM05],ENSCAFG00845002462
,,,ENSCAFG00845002463
,,,ENSCAFG00845002464
479229,TET1,tet methylcytosine dioxygenase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3N276],ENSCAFG00845002465
,,,ENSCAFG00845002466
612960,NAPA,NSF attachment protein alpha [Source:UniProtKB Gene Name;Acc:A0A8C0PSU7],ENSCAFG00845002467
,,,ENSCAFG00845002468
476452,HNRNPUL1,heteroous nuclear ribonucleoprotein U like 1 [Source:UniProtKB Gene Name;Acc:A0A8I3MTA2],ENSCAFG00845002469
490678,NEMF,nuclear export mediator factor [Source:UniProtKB Gene Name;Acc:A0A8C0LUQ6],ENSCAFG00845002470
,,,ENSCAFG00845002471
490035,ZNF174,zinc finger protein 174 [Source:UniProtKB Gene Name;Acc:A0A8I3MLQ6],ENSCAFG00845002472
,,,ENSCAFG00845002473
609469,,,ENSCAFG00845002474
480190,NDC80,NDC80 kinetochore complex component [Source:UniProtKB Gene Name;Acc:A0A8C0ND51],ENSCAFG00845002475
119871576,DROSHA,drosha ribonuclease III [Source:UniProtKB Gene Name;Acc:A0A8I3MTB2],ENSCAFG00845002476
,,,ENSCAFG00845002477
,,,ENSCAFG00845002478
480146,HDHD2,haloacid dehalogenase like hydrolase domain containing 2 [Source:UniProtKB Gene Name;Acc:A0A8I3MLR1],ENSCAFG00845002479
607122,WSCD1,WSC domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A8P0SJX9],ENSCAFG00845002480
612352,FAM181A,family with sequence similarity 181 member A [Source:UniProtKB Gene Name;Acc:A0A8I3MJ37],ENSCAFG00845002481
490354,BLZF1,basic leucine zipper nuclear factor 1 [Source:UniProtKB Gene Name;Acc:A0A8C0PAV6],ENSCAFG00845002482
119873055,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845002483
487446,UBIAD1,UbiA prenyltransferase domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A8C0NYF5],ENSCAFG00845002484
490301,XPR1,xenotropic and polytropic retrovirus receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:490301],ENSCAFG00845002485
487258,ZNF319,zinc finger protein 319 [Source:UniProtKB Gene Name;Acc:A0A8I3RQQ9],ENSCAFG00845002486
119873137,U12,U12 minor spliceosomal RNA [Source:RFAM;Acc:RF00007],ENSCAFG00845002487
,,,ENSCAFG00845002488
